,project name,Commit ID,commit_message,Maintenance,Testing,Feature Add,Bug fix,Documentation,Clean up,Build,Refactoring,Indentation,Token Replace,Source Control,Cross,Legal,Debug,Module Remove,Module Move,Rename,Versioning,Merge,Initialization,Internationalization,Data,Module Add,categories
34,apache-commons-bcel,a9c1ac31b577159d5bc1f8a425365b51364145bd,"https://issues.apache.org/bugzilla/show_bug.cgi?id=47073 by Mattias Ulbrich

fixed dump of StackMapTable



git-svn-id: https://svn.apache.org/repos/asf/jakarta/bcel/trunk@897702 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Bug fix']
35,apache-commons-beanutils,e7294c17743d8bd7ee90086159bcd3227198d447,"Invert conditional logic as discussed on the ML (http://markmail.org/message/psfzd3l7yaxx6n5v)

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/beanutils/trunk@1449876 13f79535-47bb-0310-9956-ffa450edef68
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
36,apache-commons-beanutils,a2ab92c606d92126ec02f37ecbaeca279ed46a7d,"Remove unused imports.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/beanutils/trunk@1819351 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Clean up']
37,apache-commons-beanutils,20e93a10337578f617f333d85ec00cdfa54e867b,"Fixed typos in JavaDoc - no functional changes

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/beanutils/trunk@1445366 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Documentation']
38,apache-commons-beanutils,9547acb21b34a33d260d6e3c120bf2b003d6edf9,"Revert BEANUTILS-362 Add serialVersionUID to DynaBean/DynaClass implementations

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/beanutils/trunk@926529 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['Source Control']
39,apache-commons-beanutils,fbf1877c07051bdb8ae5f1df9c25ae11984622bf,"Made the Java 1.5 compiler happy.

Obviously, the compiler needs another reference to T in the method signature.
Otherwise, the type cannot be determined.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/beanutils/branches/java5@1535836 13f79535-47bb-0310-9956-ffa450edef68
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
40,apache-commons-codec,abbaedb43f52aeb6ca5b494e8ec10d60e430f517,"[CODEC-151] Remove unnecessary attempt to fill up the salt variable in UnixCrypt

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/codec/trunk@1379804 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Clean up']
41,apache-commons-codec,3753e3c699e48f5879dce182f2bae12d409f3650,"Javadoc

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/codec/trunk@1744570 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Documentation']
42,apache-commons-codec,7e8c20bd1b0593c3496a168be573aed40609a433,"[CODEC-121] QuotedPrintableCodec does not support soft line break per the 'quoted-printable' example on Wikipedia. Apply patch with minor modifications.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/codec/trunk@1297993 13f79535-47bb-0310-9956-ffa450edef68
",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Bug fix', 'Feature Add']"
43,apache-commons-codec,5dd9e60cb226c571e13832023489e8bc366ce69c,"<action dev=""ggregory"" type=""fix"" issue=""CODEC-187"" due-to=""Michael Tobias, Thomas Neidhart"">Beider Morse Phonetic Matching producing incorrect tokens</action>

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/codec/trunk@1602044 13f79535-47bb-0310-9956-ffa450edef68
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Testing', 'Internationalization']"
44,apache-commons-codec,19478daf74e7a8a33c8705dc742cbc86a27ea91d,"Use final on some lvars to clarify intent and avoid potential bugs. Should final be applied all over?

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/codec/trunk@1378966 13f79535-47bb-0310-9956-ffa450edef68
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
45,apache-commons-codec,a011e57eb7b9fd47b33a582e0b59015b5eee7d72,"Better names (don't hide) and Javadoc.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/codec/trunk@1814521 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Token Replace']
46,apache-commons-codec,f42d538b261584ab2a1805af60610cc205e141c6,"Add missing @param Javadoc tag.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/codec/trunk@1748131 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Documentation']
47,apache-commons-codec,bdc77f1b289f349e09051b482d7b4efbc6cd9f6f,"[CODEC-121] QuotedPrintableCodec does not support soft line break per the 'quoted-printable' example on Wikipedia. Apply patch from TN.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/codec/trunk@1637008 13f79535-47bb-0310-9956-ffa450edef68
",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Bug fix', 'Feature Add']"
48,apache-commons-codec,dd86760dce1d09cf7b223db77d9470326b566366,"Remove trailing spaces.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/codec/trunk@1378955 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Documentation']
49,apache-commons-codec,09a6f097f8a44f3161235327b872d1ac2f4d9ea4,"Checkstyle: Line is longer than 120 characters.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/codec/trunk@1634432 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Documentation']
50,apache-commons-codec,95083b50042f370097f344906fe47d42b76f16ae,"[CODEC-240] Add Percent-Encoding Codec (described in RFC3986 and RFC7578). Format.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/codec/trunk@1814514 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Indentation']
51,apache-commons-codec,a07852203d041ab68438262d0803cae7659e4ee2,"Javadocs

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/codec/trunk@1744395 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Documentation']
52,apache-commons-collections,c7f3ce1ab6f16b8f976c5b9e2fa6e39e034a9c20,"Fields can be private

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/collections/trunk@1477614 13f79535-47bb-0310-9956-ffa450edef68
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
53,apache-commons-collections,842e39bef6569fbd837704442db7fcb321c8baa5,"Fix Javadoc syntax
Javadoc does not seem to allow generic types, so use html entities to simulate the result
Neat hack from http://stackoverflow.com/questions/9482309/javadoc-bug-link-cant-handle-generics#comment-22244407

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/collections/trunk@1476780 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Documentation']
54,apache-commons-collections,b75d948dab0b588f3522ae0bcfeaad75a551d98a,"fix javadoc warnings related to java.util.Map.Entry
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Documentation']
55,apache-commons-collections,c61154272699761265a1f2e5282ff1bdaf714b6a,"Statement unnecessarily nested within else clause.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/collections/trunk@1635475 13f79535-47bb-0310-9956-ffa450edef68
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
56,apache-commons-collections,ba8758326c28cad8411edb42a30bb833779d0f05,"[COLLECTIONS-471] Added BoundedIterator.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/collections/trunk@1546220 13f79535-47bb-0310-9956-ffa450edef68
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Feature Add']"
57,apache-commons-collections,dd3ac288b6143ce6c3ca9cbf1f3bb93bd1e6e782,"Document the todos wrt size() and wrapped collections: for the 4.1 release we leave it as is as it would require too much work and can be improved later.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/collections/trunk@1715653 13f79535-47bb-0310-9956-ffa450edef68
",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Documentation', 'Maintenance']"
58,apache-commons-collections,9d6a3eb828b793c170c29e9efbdccb581dd470ed,"Explicit unboxing

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/collections/trunk@1436075 13f79535-47bb-0310-9956-ffa450edef68
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
59,apache-commons-collections,8961704ab437c5b1481c40e65fe440d52e00a3c1,"Remove unneeded import.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/collections/trunk@1460217 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Clean up']
60,apache-commons-collections,38bb9b4ac534abc95a83c75faf5e87cfe25319d4,"Removed unneeded inheritDoc tags, formatting.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/collections/trunk@1377489 13f79535-47bb-0310-9956-ffa450edef68
",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Maintenance', 'Documentation', 'Indentation']"
61,apache-commons-collections,5a31eea7b400adc91ba253426b892d9aa2e185e7,"[COLLECTIONS-322] added since tags, fixed javadoc example.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/collections/trunk@1439046 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Documentation']
62,apache-commons-collections,b5f66526a416e42d88744c518e2eaacaa4e9e530,"Add missing since tag.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/collections/trunk@1457661 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Documentation']
63,apache-commons-collections,f9930aa9f3827267cc23e4123135710950237963,"Remove todo: types have been reviewed.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/collections/trunk@1493564 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Documentation']
64,apache-commons-collections,fcf4320023d468df672d9773c3a2755b7857b296,"Make fields private (and final) if possible

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/collections/trunk@1477400 13f79535-47bb-0310-9956-ffa450edef68
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
65,apache-commons-collections,82b547ad25147df44f27a3534a5b618755217378,"[COLLECTIONS-510] Fix compilation errors with java 8. Thanks to Hollis Waite.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/collections/trunk@1584898 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Bug fix']
66,apache-commons-collections,6d8659cad56170303f40ff5db2e5c857536a02eb,"reverting commit 1311904

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/collections/trunk@1311954 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['Source Control']
67,apache-commons-compress,59896525b912d1bbede71aba1ae568b4305ec6ff,"Add support for archive header decompression/decryption.
Streams that filter should extend FilterInputStream.



git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@1483525 13f79535-47bb-0310-9956-ffa450edef68
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
68,apache-commons-compress,7c068db30e3eec45479733dc22fccf5202ab239e,"COMPRESS-260 provide read access to GZIP metadata

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@1570248 13f79535-47bb-0310-9956-ffa450edef68
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Feature Add']
69,apache-commons-compress,3fc93250aafd2946509839b86ac9b87ba68e09a2,Unnecessary cast from int to int.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Clean up']
70,apache-commons-compress,325f0029719a82b57395e352aad91613dea05054,"Document why default charset usage is OK

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@765139 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Documentation']
71,apache-commons-compress,cfd5387303b75b9a00f65449fc24abcc560dc763,"snappy spec has moved
",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Documentation', 'Indentation']"
72,apache-commons-compress,cf003d18be852d0a19220a5e9ce7ef4b107ef8e9,"Javadoc

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@760159 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Documentation']
73,apache-commons-compress,45fa6e0ea7fd8618a71e6ef981cdf9d9ac637143,"COMPRESS-109 - Tar implementation does not support Pax headers

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@942748 13f79535-47bb-0310-9956-ffa450edef68
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Feature Add']
74,apache-commons-compress,8c6d38e8b8a165bb0385bfc7a5e6f7a450148095,"COMPRESS-147 some cleanup, fix counting, simple available implementation

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@1540459 13f79535-47bb-0310-9956-ffa450edef68
",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Maintenance', 'Bug fix', 'Clean up', 'Feature Add']"
75,apache-commons-compress,df1d2a4bb0525244cfeeefe90992f2f96f88f577,"COMPRESS-285 use a volatile enum rather than an AtomicInteger

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@1618584 13f79535-47bb-0310-9956-ffa450edef68
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Feature Add']
76,apache-commons-compress,545c399c6686be38039194b4769e72d293e784d5,"[COMPRESS-369]

Allow archive extensions through a standard JRE ServiceLoader. Javadoc.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Documentation']
