application,csha,commit link_x,excluded,Commit ID,total_files,deleted_files,testing,maintenance,build,commit message,Bug fix,Documentation,Clean up,check,Source Control,Feature Add,Merge,Refactoring,Token Replace,Tagger ID,commit link
apache-avro,7e10babe3eaad11c90cfed41553fc0c1ff90c16a,https://github.com/apache/avro/commit/7e10babe3eaad11c90cfed41553fc0c1ff90c16a,0,apache-avro_7e10babe3eaad11c90cfed41553fc0c1ff90c16a.json,3.0,0.0,1.0,0.0,0.0,fix skip extra token contribut g,1.0,0.0,0.0,c,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/7e10babe3eaad11c90cfed41553fc0c1ff90c16a
apache-avro,9e3de75e27aef8feab9abcda090f27a36e2add55,https://github.com/apache/avro/commit/9e3de75e27aef8feab9abcda090f27a36e2add55,0,apache-avro_9e3de75e27aef8feab9abcda090f27a36e2add55.json,3.0,0.0,1.0,0.0,0.0,fix bug fix defin within record contribut graham,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/9e3de75e27aef8feab9abcda090f27a36e2add55
apache-avro,f7ec67996b66444f9de2284d1ddfaa66297ba51e,https://github.com/apache/avro/commit/f7ec67996b66444f9de2284d1ddfaa66297ba51e,0,apache-avro_f7ec67996b66444f9de2284d1ddfaa66297ba51e.json,10.0,0.0,0.0,0.0,1.0,use guava weak ident cach add minim guava class shade without minim class depend filter artifact shade reloc modul avoid leak guava class downstream consum,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/f7ec67996b66444f9de2284d1ddfaa66297ba51e
apache-avro,09c997e206615c4b23ab9ae2ab5f6a3d793e9afb,https://github.com/apache/avro/commit/09c997e206615c4b23ab9ae2ab5f6a3d793e9afb,0,apache-avro_09c997e206615c4b23ab9ae2ab5f6a3d793e9afb.json,1.0,0.0,0.0,0.0,0.0,creat list schema symbol specifi size,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/09c997e206615c4b23ab9ae2ab5f6a3d793e9afb
apache-avro,06d463b1a119c5d8bc4347fa9e280f4096551080,https://github.com/apache/avro/commit/06d463b1a119c5d8bc4347fa9e280f4096551080,0,apache-avro_06d463b1a119c5d8bc4347fa9e280f4096551080.json,3.0,0.0,1.0,0.0,0.0,chang escap forward slash contribut forehand,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/06d463b1a119c5d8bc4347fa9e280f4096551080
apache-avro,c533aeff68af47a99f3f61d091451a4cff700e19,https://github.com/apache/avro/commit/c533aeff68af47a99f3f61d091451a4cff700e19,0,apache-avro_c533aeff68af47a99f3f61d091451a4cff700e19.json,4.0,0.0,1.0,0.0,0.0,fix encod offset alter written contribut rob turner,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/c533aeff68af47a99f3f61d091451a4cff700e19
apache-avro,be1639c44b16ddec8c54ecfca050364048daf896,https://github.com/apache/avro/commit/be1639c44b16ddec8c54ecfca050364048daf896,0,apache-avro_be1639c44b16ddec8c54ecfca050364048daf896.json,3.0,0.0,1.0,0.0,0.0,fix support logic type,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/be1639c44b16ddec8c54ecfca050364048daf896
apache-avro,646bfb81eece405f0e898b8caa9165579295859d,https://github.com/apache/avro/commit/646bfb81eece405f0e898b8caa9165579295859d,0,apache-avro_646bfb81eece405f0e898b8caa9165579295859d.json,7.0,0.0,1.0,0.0,0.0,improv schema par permit import depend name defin prior import,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/646bfb81eece405f0e898b8caa9165579295859d
apache-avro,a2a7aeae62aa0eb9f3225ce0befde7a7bedfbad2,https://github.com/apache/avro/commit/a2a7aeae62aa0eb9f3225ce0befde7a7bedfbad2,0,,,,,,,,,,,,,,,,,jc,
apache-avro,e12bdb0bee1e298c5a2ab352e1b2ac3dac6448fa,https://github.com/apache/avro/commit/e12bdb0bee1e298c5a2ab352e1b2ac3dac6448fa,0,,,,,,,,,,,,,,,,,jc,
apache-avro,f8e718ab54836079fe75ea1d0e60d0154d50448f,https://github.com/apache/avro/commit/f8e718ab54836079fe75ea1d0e60d0154d50448f,0,apache-avro_f8e718ab54836079fe75ea1d0e60d0154d50448f.json,3.0,0.0,1.0,0.0,0.0,fix abl correct write union contain collect,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/f8e718ab54836079fe75ea1d0e60d0154d50448f
apache-avro,eb31746cd5efd5e2c9c57780a651afaccd5cfe06,https://github.com/apache/avro/commit/eb31746cd5efd5e2c9c57780a651afaccd5cfe06,0,apache-avro_eb31746cd5efd5e2c9c57780a651afaccd5cfe06.json,14.0,0.0,1.0,0.0,0.0,add implement close pr includ follow commit add implement add logic type support schema reflect add logic type write generic reflect clean conver class add conver fix bug fix review item add logic type registr record test db maven fix fix test failur ed fix perform issu logic type check logic type per array remov unnecessari chang schema,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/eb31746cd5efd5e2c9c57780a651afaccd5cfe06
apache-avro,15651fc95e058d1b3cc165a70c367d1dc2bad8b7,https://github.com/apache/avro/commit/15651fc95e058d1b3cc165a70c367d1dc2bad8b7,0,apache-avro_15651fc95e058d1b3cc165a70c367d1dc2bad8b7.json,3.0,0.0,1.0,0.0,0.0,reader compat abl read branch union close,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/15651fc95e058d1b3cc165a70c367d1dc2bad8b7
apache-avro,044c065e73bd04f639e7f26a9a8a3166fd3ab821,https://github.com/apache/avro/commit/044c065e73bd04f639e7f26a9a8a3166fd3ab821,0,apache-avro_044c065e73bd04f639e7f26a9a8a3166fd3ab821.json,8.0,0.0,1.0,0.0,0.0,fix builder correct handl default valu,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/044c065e73bd04f639e7f26a9a8a3166fd3ab821
apache-avro,dc0d13f9456637e26b4e977bc187453d584d87e8,https://github.com/apache/avro/commit/dc0d13f9456637e26b4e977bc187453d584d87e8,0,apache-avro_dc0d13f9456637e26b4e977bc187453d584d87e8.json,3.0,1.0,1.0,0.0,0.0,larg corrupt output,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/dc0d13f9456637e26b4e977bc187453d584d87e8
apache-avro,175a67d10cabb1672d4c966182432dec62e8d288,https://github.com/apache/avro/commit/175a67d10cabb1672d4c966182432dec62e8d288,0,apache-avro_175a67d10cabb1672d4c966182432dec62e8d288.json,5.0,0.0,1.0,1.0,0.0,fix custom encod work reflect without unsaf access contribut,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/175a67d10cabb1672d4c966182432dec62e8d288
apache-avro,98ec5f2a172391cb5dfa7b4d85f39065bae22754,https://github.com/apache/avro/commit/98ec5f2a172391cb5dfa7b4d85f39065bae22754,0,apache-avro_98ec5f2a172391cb5dfa7b4d85f39065bae22754.json,12.0,0.0,1.0,0.0,0.0,schema valid util contribut,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/98ec5f2a172391cb5dfa7b4d85f39065bae22754
apache-avro,79d6b2b0ff5777faef685639ef2ef9f1fc83f532,https://github.com/apache/avro/commit/79d6b2b0ff5777faef685639ef2ef9f1fc83f532,0,apache-avro_79d6b2b0ff5777faef685639ef2ef9f1fc83f532.json,3.0,0.0,1.0,0.0,0.0,reject duplic field name contribut,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/79d6b2b0ff5777faef685639ef2ef9f1fc83f532
apache-avro,94d15f4be1f4e25e5d6170ad32b5251ac14a4736,https://github.com/apache/avro/commit/94d15f4be1f4e25e5d6170ad32b5251ac14a4736,0,apache-avro_94d15f4be1f4e25e5d6170ad32b5251ac14a4736.json,1.0,0.0,0.0,0.0,0.0,correct typo method name chang,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/94d15f4be1f4e25e5d6170ad32b5251ac14a4736
apache-avro,8dd83708d454f9dc7caebf2769b3f5c513ba242c,https://github.com/apache/avro/commit/8dd83708d454f9dc7caebf2769b3f5c513ba242c,0,apache-avro_8dd83708d454f9dc7caebf2769b3f5c513ba242c.json,4.0,0.0,1.0,0.0,0.0,fix generat valid infin,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/8dd83708d454f9dc7caebf2769b3f5c513ba242c
apache-avro,f406cb4693a95842ae99bea8d9971513ea975b27,https://github.com/apache/avro/commit/f406cb4693a95842ae99bea8d9971513ea975b27,0,apache-avro_f406cb4693a95842ae99bea8d9971513ea975b27.json,1.0,0.0,0.0,0.0,0.0,add miss licen header,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/f406cb4693a95842ae99bea8d9971513ea975b27
apache-avro,4210b05960b6657b4f0ca98f97c49649e1de7139,https://github.com/apache/avro/commit/4210b05960b6657b4f0ca98f97c49649e1de7139,0,apache-avro_4210b05960b6657b4f0ca98f97c49649e1de7139.json,5.0,0.0,1.0,0.0,0.0,fix handl reserv word constant generat code contribut,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/4210b05960b6657b4f0ca98f97c49649e1de7139
apache-avro,4405ed978425b779a2e2fdd238af2e1a95bfd8b8,https://github.com/apache/avro/commit/4405ed978425b779a2e2fdd238af2e1a95bfd8b8,0,apache-avro_4405ed978425b779a2e2fdd238af2e1a95bfd8b8.json,2.0,0.0,0.0,0.0,0.0,improv error messag union dispatch fail contribut,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/4405ed978425b779a2e2fdd238af2e1a95bfd8b8
apache-avro,b50ab97269c4c52bf45db27d5b54e0d6e0e4154c,https://github.com/apache/avro/commit/b50ab97269c4c52bf45db27d5b54e0d6e0e4154c,0,apache-avro_b50ab97269c4c52bf45db27d5b54e0d6e0e4154c.json,3.0,0.0,1.0,0.0,0.0,tri use encod serial deep object graph,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/b50ab97269c4c52bf45db27d5b54e0d6e0e4154c
apache-avro,a4994fdf861d381ea9c6496935a09646dfbf0116,https://github.com/apache/avro/commit/a4994fdf861d381ea9c6496935a09646dfbf0116,0,apache-avro_a4994fdf861d381ea9c6496935a09646dfbf0116.json,3.0,0.0,1.0,0.0,0.0,fix reflect abl write union contain contribut,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/a4994fdf861d381ea9c6496935a09646dfbf0116
apache-avro,3fe4738eff4bfe13116094a48ce5e22e4934bfbc,https://github.com/apache/avro/commit/3fe4738eff4bfe13116094a48ce5e22e4934bfbc,0,apache-avro_3fe4738eff4bfe13116094a48ce5e22e4934bfbc.json,4.0,0.0,1.0,0.0,0.0,reader schema specifi use schema current load class,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/3fe4738eff4bfe13116094a48ce5e22e4934bfbc
apache-avro,c412267d1d32ab10a929f189cb53cfb3cc619300,https://github.com/apache/avro/commit/c412267d1d32ab10a929f189cb53cfb3cc619300,0,apache-avro_c412267d1d32ab10a929f189cb53cfb3cc619300.json,3.0,0.0,1.0,0.0,0.0,control commit,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/c412267d1d32ab10a929f189cb53cfb3cc619300
apache-avro,7122ddad939d59f03da8c60bd41eb9247352c449,https://github.com/apache/avro/commit/7122ddad939d59f03da8c60bd41eb9247352c449,0,apache-avro_7122ddad939d59f03da8c60bd41eb9247352c449.json,8.0,2.0,1.0,0.0,0.0,revert r support decim type record map,0.0,0.0,1.0,c,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/7122ddad939d59f03da8c60bd41eb9247352c449
apache-avro,08d0b88a9975956c107f1bbd378ae91550843be6,https://github.com/apache/avro/commit/08d0b88a9975956c107f1bbd378ae91550843be6,0,apache-avro_08d0b88a9975956c107f1bbd378ae91550843be6.json,2.0,0.0,0.0,0.0,0.0,make generat specif class work case maven shade use,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/08d0b88a9975956c107f1bbd378ae91550843be6
apache-avro,3ff1fa8cac828bfaabd082cb82d7ea3a3827f02f,https://github.com/apache/avro/commit/3ff1fa8cac828bfaabd082cb82d7ea3a3827f02f,0,apache-avro_3ff1fa8cac828bfaabd082cb82d7ea3a3827f02f.json,1.0,0.0,0.0,0.0,0.0,merg trunk conflict,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/3ff1fa8cac828bfaabd082cb82d7ea3a3827f02f
apache-avro,f4f226378918cce8a722d9795f3df4a6c7219746,https://github.com/apache/avro/commit/f4f226378918cce8a722d9795f3df4a6c7219746,0,apache-avro_f4f226378918cce8a722d9795f3df4a6c7219746.json,2.0,0.0,0.0,0.0,0.0,swallow read magic byte contribut,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/f4f226378918cce8a722d9795f3df4a6c7219746
apache-avro,e06b40163584f46cb77ddf4a85002a5f1b45b9d5,https://github.com/apache/avro/commit/e06b40163584f46cb77ddf4a85002a5f1b45b9d5,0,apache-avro_e06b40163584f46cb77ddf4a85002a5f1b45b9d5.json,3.0,1.0,1.0,1.0,0.0,revert default fix revert commit bad commit messag,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/e06b40163584f46cb77ddf4a85002a5f1b45b9d5
apache-avro,d4151ed11a8a0f2a5a2032d524951efb3d50560e,https://github.com/apache/avro/commit/d4151ed11a8a0f2a5a2032d524951efb3d50560e,0,apache-avro_d4151ed11a8a0f2a5a2032d524951efb3d50560e.json,3.0,0.0,1.0,0.0,0.0,fix consid properti contribut k,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/d4151ed11a8a0f2a5a2032d524951efb3d50560e
apache-avro,34174efd237c8aabdcf8b546d9b1b2bd1e16b01e,https://github.com/apache/avro/commit/34174efd237c8aabdcf8b546d9b1b2bd1e16b01e,0,apache-avro_34174efd237c8aabdcf8b546d9b1b2bd1e16b01e.json,9.0,0.0,1.0,0.0,0.0,generat builder class add accessor field permit easier creation nest option structur contribut,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/34174efd237c8aabdcf8b546d9b1b2bd1e16b01e
apache-avro,c0781539c1b155ed7b7a53303ec46f1200015e5c,https://github.com/apache/avro/commit/c0781539c1b155ed7b7a53303ec46f1200015e5c,0,apache-avro_c0781539c1b155ed7b7a53303ec46f1200015e5c.json,3.0,0.0,1.0,0.0,0.0,fix bug escap charact contribut,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/avro/commit/c0781539c1b155ed7b7a53303ec46f1200015e5c
apache-calcite,dccbb55ae4ef904c4242fba57e173b6536a32ed5,https://github.com/apache/calcite/commit/dccbb55ae4ef904c4242fba57e173b6536a32ed5,0,apache-calcite_dccbb55ae4ef904c4242fba57e173b6536a32ed5.json,4.0,0.0,1.0,0.0,0.0,infer null project predic,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/calcite/commit/dccbb55ae4ef904c4242fba57e173b6536a32ed5
apache-calcite,551b5622cfbc913c8ee547d6b95ba7898c7f340c,https://github.com/apache/calcite/commit/551b5622cfbc913c8ee547d6b95ba7898c7f340c,0,apache-calcite_551b5622cfbc913c8ee547d6b95ba7898c7f340c.json,4.0,0.0,1.0,0.0,0.0,push filter claus druid filter close,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/calcite/commit/551b5622cfbc913c8ee547d6b95ba7898c7f340c
apache-calcite,3ccfb9c0622c0b12f7b74403dabb80badd2b3bfb,https://github.com/apache/calcite/commit/3ccfb9c0622c0b12f7b74403dabb80badd2b3bfb,0,apache-calcite_3ccfb9c0622c0b12f7b74403dabb80badd2b3bfb.json,13.0,0.0,1.0,1.0,0.0,cosmet chang deprec method,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/calcite/commit/3ccfb9c0622c0b12f7b74403dabb80badd2b3bfb
apache-calcite,c933c79f7ba2ccedd109c4a3cb55e23cfbe90f2b,https://github.com/apache/calcite/commit/c933c79f7ba2ccedd109c4a3cb55e23cfbe90f2b,0,,,,,,,,,,,,,,,,,jc,
apache-calcite,446c2b7611be33571baff005ceb4651d9fe6ed1f,https://github.com/apache/calcite/commit/446c2b7611be33571baff005ceb4651d9fe6ed1f,0,apache-calcite_446c2b7611be33571baff005ceb4651d9fe6ed1f.json,18.0,0.0,1.0,1.0,1.0,upgrad work appar medium format string date chang make explicit upgrad due longer like tag remov post,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/calcite/commit/446c2b7611be33571baff005ceb4651d9fe6ed1f
apache-calcite,84b49f5b48842708e9f4d912b4f9564745d74bc6,https://github.com/apache/calcite/commit/84b49f5b48842708e9f4d912b4f9564745d74bc6,0,apache-calcite_84b49f5b48842708e9f4d912b4f9564745d74bc6.json,20.0,1.0,1.0,1.0,0.0,materi view rewrit join aggreg oper,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/calcite/commit/84b49f5b48842708e9f4d912b4f9564745d74bc6
apache-calcite,33f737ea4fe2bc84b5df7c9df024359c9d1178d2,https://github.com/apache/calcite/commit/33f737ea4fe2bc84b5df7c9df024359c9d1178d2,0,apache-calcite_33f737ea4fe2bc84b5df7c9df024359c9d1178d2.json,8.0,0.0,1.0,1.0,0.0,push limit result infinit loop,0.0,0.0,0.0,nc,0.0,0.0,0.0,0.0,0.0,jc,https://github.com/apache/calcite/commit/33f737ea4fe2bc84b5df7c9df024359c9d1178d2
